Global Rank,Stars,Username,Country,Country Rank,Rating,Highest Rating,Fully Solved,Partially Solved,Last Contest,Institute
7907,4,rahulk207,India,54660,1907,1907,21,3,20190715 150002,Indraprastha Institute of Information TechnologyDelhi
7907,4,souravm54,India,54660,1907,1958,17,3,20181118 183000,
7907,4,nagasudhakar,India,54660,1907,1907,90,20,20200817 150000,Amrita School of Engineering Amritapuri
7907,4,tiwari0000,India,54660,1907,1948,101,10,20200829 223000,ABES Engineering College
7907,4,shriramcs,India,54660,1907,1907,17,1,20190213 150000,The National Institute of EngineeringMysore
7907,4,ruchamp,India,54660,1907,2067,102,20,20200817 150000,Visvesvaraya National Institute of TechnologyNagpur
7907,4,vipul007ravi,India,54660,1907,2036,148,2,20150420 003000,Indian Institute of Information TechnologyAllahabad
7907,4,ashh321,India,54660,1907,1907,72,14,20200218 160002,Indian Institute of Information TechnologyGuwahati
7907,4,manuelloaiza,Peru,310,1907,1907,53,2,20200113 150002,Pontificia Universidad Catolica del Peru
7907,4,d26,India,54660,1907,1907,57,10,20190415 150000,Dharmsinh Desai UniversityNadiad
7907,4,firestormhere,India,54660,1907,2050,68,6,20200824 001500,International Institute of Information TechnologyHyderabad
7907,4,sanaa95,India,54660,1907,1907,163,10,20170522 000000,The LNM Institute of Information TechnologyJaipur
7907,4,photronp10,India,54660,1907,1907,31,3,20180514 150002,Birla Institute of Technology Mesra
7907,4,mno123,Bangladesh,1770,1907,1907,12,0,20200425 224002,
7907,4,ashishpathak28,India,54660,1907,1938,97,6,20200425 224000,Birla Institute of Technology and Science
7907,4,valkyrie0061,India,54660,1907,1907,14,0,20200829 223002,Indian Institute of Technology Dhanbad
7907,4,codeskj23,India,54660,1907,1907,44,0,20180514 150002,Indraprastha Institute of Information TechnologyDelhi
7907,4,manugarg2000,India,54660,1907,1907,37,4,20200713 150000,JC Bose University Of Science And TechnologyYMCA
7907,4,aashray2000,India,54660,1907,1907,44,5,20200829 223002,Netaji Subhas University Of Technology
7907,4,sourabh54singh,India,54660,1907,1907,129,10,20200720 000000,Indian Institute of Technology BHU
7907,4,kaushikjatin,India,54660,1907,1943,80,9,20200615 150000,Deenbandhu Chhotu Ram University of Science and TechnologyMurthal
7907,4,swastikss,India,54660,1907,1974,39,3,20190325 000000,Shri Govindram Seksaria Institute of Technology and Science
7907,4,hp21,India,54660,1907,1967,80,10,20200829 223000,Indian Institute of Technology Ropar
7907,4,wargraver,India,54660,1907,1907,87,6,20200713 150000,JSS Academy of Technical EducationNoida
7907,4,chanddeepak,India,54660,1907,2009,134,21,20190114 150000,Dr Akhilesh Das Gupta Institute of Technology and Management
7948,4,jokersyug,India,55020,1906,1906,30,9,20200713 150000,Swami Keshvanand Institute of Technology Management and Gramothan
7948,4,saravjeet,India,55020,1906,1973,150,10,20160713 150000,Shri Ramswaroop Memorial College of Engineering and Management
7948,4,silvertaurus1,India,55020,1906,1964,60,11,20200413 173000,Amrita School of Engineering Amritapuri
7948,4,gatij,India,55020,1906,1928,52,8,20190114 150000,
7948,4,kiler98,India,55020,1906,1906,49,7,20200217 150000,Dharmsinh Desai UniversityNadiad
7948,4,technofreak07,India,55020,1906,1906,31,1,20190617 150002,Indian Institute of Technology Patna
7948,4,vshchukin,Ukraine,770,1906,2204,55,0,20180212 150000,Captify
7948,4,raghavsood33,India,55020,1906,1906,58,2,20161017 150000,Indian Institute of ScienceBangalore
7948,4,rahuldey12,India,55020,1906,1906,64,6,20200217 150002,Kalinga Institute of Industrial Technology
7948,4,ayushdubey79,India,55020,1906,1920,67,3,20190114 150000,National Institute of Technology Jamshedpur
7948,4,rsingh1,India,55020,1906,1906,27,0,20180312 150001,National Institute of TechnologyHamirpur
7948,4,cksudhir124,India,55020,1906,1906,120,17,20181020 150000,Indian Institute of Information TechnologyAllahabad
7948,4,o1o,India,55020,1906,1965,64,10,20190126 223000,
7948,4,annn,India,55020,1906,1984,31,4,20200716 001500,Indian Institute of Technology Guwahati
7948,4,kansal2106,India,55020,1906,1932,36,5,20200413 173000,National Institute of TechnologyKurukshetra
7948,4,ayushagrawal,India,55020,1906,2298,358,33,20200817 150000,Motilal Nehru National Institute of Technology Allahabad
7948,4,nitiii,India,55020,1906,1922,35,5,20200525 000000,Academy of Technology
7948,4,nikhilkaushik,India,55020,1906,1906,61,8,20180514 150002,Indian Institute of Technology Roorkee
7948,4,cclockwise,Bolivia,40,1906,1906,31,4,20200627 223000,
7948,4,susano0,India,55020,1906,1906,27,6,20181112 150002,Bharati Vidyapeeth College of Engineering
7948,4,ausaf,India,55020,1906,1959,60,8,20170624 223000,Motilal Nehru National Institute of Technology Allahabad
7948,4,mrhashcoder,India,55020,1906,1978,32,9,20200713 150000,National Institute of TechnologyKurukshetra
7948,4,amanjaiswal123,India,55020,1906,1906,105,6,20200622 000002,National Institute of TechnologyHamirpur
7948,4,yash22,India,55020,1906,1906,34,7,20180212 150000,National Institute of TechnologyKurukshetra
7948,4,vivekraj321,India,55020,1906,1906,42,16,20170219 150000,National Institute of Technology Patna
7948,4,imran221b,Bangladesh,1780,1906,1906,41,10,20181229 223500,North South University
7948,4,daredevil8600,India,55020,1906,1906,19,2,20200316 150000,Pune Institute of Computer Technology
7948,4,somz22,India,55020,1906,1959,50,8,20181112 150000,Netaji Subhas University Of Technology
7948,4,mroy,Bangladesh,1780,1906,2102,131,5,20180127 224000,Jahangirnagar University
7948,4,darkshadowrule,India,55020,1906,1979,343,32,20191014 150000,Arya College of Engineering and Information Technology
7948,4,akkaassh99,India,55020,1906,1906,114,4,20190624 000002,Maulana Azad National Institute of TechnologyBhopal
7983,4,macdu,France,210,1905,1905,23,3,20200217 150000,
7983,4,sashafierce,India,55290,1905,1905,34,7,20161024 000000,Indian Institute of Information TechnologyAllahabad
7983,4,krritik,India,55290,1905,1905,59,6,20200120 000002,Indian Institute of Technology Kharagpur
7983,4,fazlerahman,India,55290,1905,2111,86,5,20180716 150010,Indian Institute of Technology Patna
7983,4,bk54,India,55290,1905,1974,145,23,20200713 150000,Indian Institute of Information TechnologyKalyani
7983,4,harshitgupta10,India,55290,1905,1905,43,9,20200817 150000,The LNM Institute of Information TechnologyJaipur
7983,4,gorudhariwal,India,55290,1905,1905,26,2,20181027 223001,Indian Institute of Technology Dhanbad
7983,4,itseasy,India,55290,1905,1905,12,0,20200627 223002,Indian Institute of Technology Dhanbad
7983,4,rajat27397,India,55290,1905,1933,29,6,20170918 000000,Indian Institute of TechnologyJodhpur
7983,4,hopper,India,55290,1905,1923,29,2,20200829 223002,
7983,4,piyush468,India,55290,1905,1905,25,3,20200725 223002,Indian Institute of Technology Kanpur
7983,4,abhi2111,India,55290,1905,1917,94,16,20200113 150000,ABV  Indian Institute of Information Technology and Management Gwalior
7983,4,sushil490023,India,55290,1905,1905,25,3,20171113 190000,Amazon Development CenterHyderabad
7983,4,awittyid,India,55290,1905,1905,25,0,20190624 000002,Dhirubhai Ambani Institute of Information and Communication TechnologyGandhinagar
7983,4,codercpp,India,55290,1905,1905,44,9,20200427 233000,Delhi Technological University
7983,4,hetfadia,India,55290,1905,1905,34,4,20200817 150000,Indian Institute of Technology Ropar
7983,4,svan112,Tunisia,30,1905,1912,16,1,20191216 150000,National Institute of Applied Science and Technology
7983,4,udit7,India,55290,1905,1905,43,2,20150914 150000,Dwarkadas Jivanlal Sanghvi College of Engineering
7983,4,user9039,India,55290,1905,1905,42,9,20200713 150000,Birla Institute of Technology  Science PilaniGoa Campus
7983,4,anishgupta,India,55290,1905,1905,121,3,20200530 223002,National Institute of Technology Raipur
7983,4,johnsick,India,55290,1905,1905,14,3,20190916 150002,National Institute of Technology Silchar
7983,4,robinrst,India,55290,1905,1905,81,2,20190916 150002,Delhi Technological University
7983,4,chmeltolstiy,Belarus,550,1905,2023,18,0,20120820 002000,Yandex
7983,4,venkatdeepak12,India,55290,1905,1905,135,14,20200413 173002,Vignans Institute Of Information TechnologyVisakhapatnam
7983,4,saikumar56,India,55290,1905,1905,45,7,20180813 150000,Veermata Jijabai Technological InstituteMumbai
7983,4,axelblaze,India,55290,1905,1917,28,0,20200720 000000,National Institute of TechnologyDurgapur
7983,4,mohamedsobhi77,Egypt,320,1905,1905,33,0,20200817 150000,Scholars
7983,4,sekainoowari,India,55290,1905,1905,28,4,20200316 150002,Future Institute of Engineering and ManagementSonarpur
7983,4,divyansh15620,India,55290,1905,1905,33,11,20180813 150000,Kamla Nehru Institute of Technology
7983,4,ankurdhir95,India,55290,1905,2202,249,23,20170821 000000,Delhi Technological University
7983,4,ashwinmittal,India,55290,1905,1905,45,9,20200817 150000,International Institute of Information TechnologyHyderabad
7983,4,ksudharsan,India,55290,1905,2056,153,12,20170518 150000,Indian Institute of Technology Indore
7983,4,nikhil142,India,55290,1905,1920,206,39,20200829 223000,VNR Vignana Jyothi Institute of Engineering and Technology
7983,4,foobarnaut,India,55290,1905,1905,66,6,20191014 150000,PES University
7983,4,amity4932,India,55290,1905,1905,73,3,20200720 000002,Indian Institute of Technology BHU
7983,4,mpsprasanth,India,55290,1905,1905,34,6,20200817 150002,National Institute of TechnologyDurgapur
7983,4,manochagautam,India,55290,1905,1905,38,5,20200824 001500,Indian Institute of Technology Ropar
7983,4,nourmassri,Syria,90,1905,1905,88,3,20180825 223002,Albasel High School for Gifted Students
7983,4,krishnaat,India,55290,1905,1994,206,26,20190218 000002,National Institute of Technology Patna
7983,4,vivek9ru,India,55290,1905,2036,43,4,20150824 005000,International Institute of Information TechnologyHyderabad
7983,4,devilshearth,India,55290,1905,1905,77,2,20180630 223005,Motilal Nehru National Institute of Technology Allahabad
7983,4,ankitpahwa111,India,55290,1905,1905,25,1,20200725 223002,Maharaja Agrasen Institute of TechnologyNew Delhi
7983,4,monewstarter,Bangladesh,1800,1905,1905,8,0,20190831 230002,Colourpalette
7983,4,bansalprince,India,55290,1905,1905,75,10,20200413 173002,Indian Institute of Technology Bhilai
7983,4,vns,India,55290,1905,1905,120,10,20181027 223000,National Institute of TechnologyDurgapur
7983,4,a1s16,India,55290,1905,1905,95,4,20170219 150000,Dr BR Ambedkar National Institute of Technology
7983,4,jarvass,India,55290,1905,1965,43,13,20170612 150000,Birla Institute of Technology Mesra
7983,4,howkeye,India,55290,1905,1905,51,8,20190916 150002,Indian Institute of Technology Bhubaneswar
7983,4,msrdinesh,India,55290,1905,2060,34,2,20200622 000000,Indian Institute of Technology Bhubaneswar
7983,4,mayanksisode1,India,55290,1905,1905,21,3,20200511 150002,Smt Kashibai Navale College of EngineeringPune
7983,4,bhavi123,India,55290,1905,1905,63,10,20170818 150000,Birla Institute of Technology  Science PilaniHyderabad Campus
7983,4,reko94,Spain,110,1905,1905,21,2,20190624 000002,
7983,4,natsu31,India,55290,1905,1905,33,3,20200525 000002,Netaji Subhas University Of Technology
8038,4,deathsurgeon,India,55760,1904,2437,223,25,20200511 150002,Indian Institute of Information TechnologyAllahabad
8038,4,avinash139,India,55760,1904,1918,205,25,20170612 150000,National Institute of Technology Patna
8038,4,rajatgedam,India,55760,1904,1904,106,17,20200413 173002,
8038,4,tejasoberoi,India,55760,1904,1904,107,5,20190715 150000,Indraprastha Institute of Information TechnologyDelhi
8038,4,shan10,India,55760,1904,1904,30,2,20170612 150000,Motilal Nehru National Institute of Technology Allahabad
8038,4,codeboy07,India,55760,1904,1904,24,12,20180115 150000,Delhi Technological University
8038,4,jatinagrawal36,India,55760,1904,1904,166,15,20200817 150000,Motilal Nehru National Institute of Technology Allahabad
8038,4,sqqqqa23,India,55760,1904,1904,41,3,20190715 150000,Vellore Institute of TechnologyVellore
8038,4,akshay2805,India,55760,1904,1904,28,4,20190715 150002,National Institute of TechnologyCalicut
8038,4,namanyadav128,India,55760,1904,1904,46,6,20180514 150002,Manipal Institute of TechnologyManipal
8038,4,newbeevks42,India,55760,1904,1908,217,9,20200627 223000,National Institute of Technology Raipur
8038,4,tyc2001,China,2100,1904,1904,20,0,20180312 150001,Qingdao No2 Middle School
8038,4,sid51321,India,55760,1904,1904,60,4,20200511 150002,Indian Institute of Technology Kharagpur
8038,4,seprashant,India,55760,1904,1919,124,22,20200817 150000,Rajkiya Engineering CollegeSonbhadra
8038,4,sjsahil0844,India,55760,1904,1925,139,17,20200817 150000,Jamia Millia Islamia
8038,4,dhruvsharma18,India,55760,1904,1904,65,13,20200817 150000,Birla Institute of Technology  Science PilaniGoa Campus
8038,4,siriuswhite,India,55760,1904,2057,103,17,20200413 173000,The National Institute of EngineeringMysore
8038,4,dattathallam,India,55760,1904,1904,51,8,20151012 150000,National Institute of TechnologyCalicut
8038,4,gamblerx64,India,55760,1904,2048,65,12,20190617 150000,Birla Institute of Technology  Science PilaniGoa Campus
8038,4,remagsaiprasad,India,55760,1904,1986,109,8,20200627 223002,Veermata Jijabai Technological InstituteMumbai
8038,4,bhavik07,India,55760,1904,1926,300,45,20200817 150000,University School of InformationCommunication and Technology
8038,4,cbgiri001,India,55760,1904,1994,123,6,20160321 000000,Motilal Nehru National Institute of Technology Allahabad
8038,4,sadman2901,Bangladesh,1810,1904,1904,47,3,20200819 233000,Premier UniversityChittagong
8038,4,sankarrohit25,India,55760,1904,1904,95,14,20191014 150000,VNR Vignana Jyothi Institute of Engineering and Technology
8038,4,kepper,Lithuania,90,1904,2055,53,10,20190812 150000,Vilnius Lyceum
8038,4,vero,India,55760,1904,1957,109,20,20200525 000002,Govind Ballabh Pant Engineering CollegePauri Garhwal
8038,4,cr7,India,55760,1904,1904,85,2,20190427 223000,Indian Institute of Technology Ropar
8038,4,aanchal204,India,55760,1904,1904,304,14,20151012 150000,University of CaliforniaLos Angeles
8038,4,helloolleh,India,55760,1904,1945,27,4,20150112 150000,International Institute of Information TechnologyHyderabad
8038,4,phscyopath,India,55760,1904,1904,25,1,20200511 150000,
8038,4,nafiskhan,India,55760,1904,1904,134,20,20180716 150000,Jamia Millia Islamia
8038,4,tahir0606,India,55760,1904,1904,212,10,20200217 150000,RCC Institute of Information TechnologyKolkata
8038,4,vyadav,India,55760,1904,1927,87,6,20170624 223000,Motilal Nehru National Institute of Technology Allahabad
8038,4,milanshu185,India,55760,1904,1904,136,15,20200817 150002,Chitkara UniversityHimachal Pradesh
8038,4,mokshgrover,India,55760,1904,1904,34,5,20190313 150002,Indian Institute of Information TechnologyAllahabad
8038,4,vaibnak7,India,55760,1904,1982,234,17,20200817 150000,National Institute of Technology Raipur
8038,4,lerom,Vietnam,1000,1904,1953,19,4,20170911 150000,Le Quy Don High School
8038,4,nitin94,India,55760,1904,2057,86,2,20170518 150000,Delhi Technological University
8038,4,pksinha53,India,55760,1904,2023,198,21,20200829 223000,Indian Institute of Technology Guwahati
8038,4,nownowk,United States,1630,1904,1904,14,2,20200829 223000,University of Texas
8038,4,nikhilpathania,India,55760,1904,1904,33,2,20161017 150000,National Institute of Technology Silchar
8038,4,girish151,India,55760,1904,1904,54,6,20190213 150000,National Institute of TechnologyCalicut
8038,4,rsc,India,55760,1904,1904,113,12,20170818 150000,Netaji Subhas University Of Technology
8038,4,aisehihai,India,55760,1904,1991,115,8,20200627 223000,
8038,4,dinesh00,India,55760,1904,1904,85,12,20190812 150000,Indian Institute of Information TechnologyDesign and ManufacturingJabalpur
8038,4,niraviiitb,India,55760,1904,1972,111,6,20150615 150000,International Institute of Information TechnologyBangalore
8038,4,rishicool100,India,55760,1904,1968,55,14,20190928 223000,Jaypee Institute of Information Technology
8038,4,redwan,Bangladesh,1810,1904,2029,82,10,20200615 150000,Bangladesh University of Engineering and Technology
8038,4,harryowner,India,55760,1904,1904,58,6,20190715 150002,Home Schooling
8038,4,khanrahim,India,55760,1904,1920,108,24,20200713 150000,The LNM Institute of Information TechnologyJaipur
8038,4,lancecorp72,India,55760,1904,1940,59,7,20200615 150000,Indian Institute of TechnologyHyderabad
8038,4,apoorv589,India,55760,1904,1904,50,8,20160815 150000,Indian Institute of Technology Dhanbad
8038,4,kc04,India,55760,1904,1922,25,4,20200725 223000,Netaji Subhas University Of Technology
8038,4,sajninredoc,United States,1630,1904,2109,51,1,20150615 150000,Massachusetts Institute of Technology
8038,4,bablupandit,India,55760,1904,1904,37,5,20200819 233000,Indraprastha Institute of Information TechnologyDelhi
